	Unnamed: 0	tweet_textual_content	len	ID	Date	Source	Likes	RTs	polarity
123	123	but they beat magneto in x men iii without professor x	67	1140709486023385089	Mon Jun 17 19:55:09 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
124	124	mixed emotions after watching x men dark phoenix	76	1140709627325296640	Mon Jun 17 19:55:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	0
125	125	rt cyclops x men dark phoenix x xmen darkphoenix xmendarkphoeni	140	1140712017637941248	Mon Jun 17 20:05:13 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	9	2
126	126	rt uncanny x men from may cover art by andy kubert	100	1140709809035075584	Mon Jun 17 19:56:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13	0
127	127	rt xmen x men x amp line	144	1140710896122994688	Mon Jun 17 20:00:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	225	2
128	128	a jill stein er is not worth my time especially one with dumb x men comparisons	96	1140710953698385925	Mon Jun 17 20:00:59 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	2
129	129	my dream team aka the fabulous x men	79	1140709785953693697	Mon Jun 17 19:56:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
130	130	est o mesmo n os x men estamos vindo com tudo	72	1140711373028171777	Mon Jun 17 20:02:39 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
131	131	marvel legends x men jubilee build a figure caliban baf torso brand new	125	1140711231415676929	Mon Jun 17 20:02:05 +0000 2019	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0	3	0
132	132	rt todav a falta gente ah x de x men a de avengers f de feto que no naci y no se supo su genero	136	1140710228113154048	Mon Jun 17 19:58:06 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	45	2
133	133	rt x men x men	140	1140712497889992704	Mon Jun 17 20:07:07 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	213	2
134	134	the release of darkpheonix marks the end of an era for x men so we wanted to celebrate by asking which x men a	140	1140710709216665600	Mon Jun 17 20:00:01 +0000 2019	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	0	0	1
135	135	rt x men dark phoenix full leaked movie hdrip watch and stream gt gt	144	1140711211656519680	Mon Jun 17 20:02:00 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	2
136	136	rt marvel legends x men jubilee build a figure caliban baf torso brand new	140	1140711978790297600	Mon Jun 17 20:05:03 +0000 2019	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0	3	0
137	137	rt x men properties not yet released as movies x force x force one x force awakens alpha flight beta flight beta cuck flight	139	1140709554570899461	Mon Jun 17 19:55:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	17	2
138	138	rt i don t even go here but x men comics are fucking wild	94	1140710462591557633	Mon Jun 17 19:59:02 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	29	1
139	139	ayer vi bumblebee y ojo a lo que os voy a decir bumblebee es a transformers lo que x men first class es a x men	113	1140711740751208450	Mon Jun 17 20:04:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
140	140	rt quero ver x men	31	1140712535651422208	Mon Jun 17 20:07:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	2
141	141	x men vs warhawk my st ever comic now signed in gold by stan lee r i p amp chris claremont	113	1140710574516527105	Mon Jun 17 19:59:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
142	142	era algu m p ver x men cmg hj	32	1140712476369215493	Mon Jun 17 20:07:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
143	143	rt la d mocratie progressiste a donne des bilal hassani ou des justin trudeau la cor e du nord a produit des x men qu	140	1140711693313544192	Mon Jun 17 20:03:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	156	2
144	144	all the x men shirts are so good artist killed it	61	1140711270946988033	Mon Jun 17 20:02:15 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	0
145	145	so i was not expecting to have to take my uniform jacket off in front of everyone i had on my big giant x men belt	140	1140710290801201159	Mon Jun 17 19:58:21 +0000 2019	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	0	0	2
146	146	x men dark phoenix may have fallen but the unnamed screenplay on the beast may save the day it features his full	139	1140711442116747267	Mon Jun 17 20:02:55 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
147	147	would it kill anyone at marvel studios to dig up some of us old pros who know what to do with the x men besides tur	140	1140709705377099780	Mon Jun 17 19:56:01 +0000 2019	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	1	0	-1
148	148	con total certeza puedo decir que la ltima pel cula buena de x men es d as del futuro pasado	94	1140710003910856704	Mon Jun 17 19:57:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
149	149	this is embarrassing for x men tbh	59	1140712213449195520	Mon Jun 17 20:05:59 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	0
150	150	rt jean grey in x men apocalypse and dark phoenix	87	1140710502022230016	Mon Jun 17 19:59:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	2
151	151	rt sou f de ines brasil desde q ela dublou x men	91	1140710475770019842	Mon Jun 17 19:59:05 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	18	2
152	152	there were so many problems with x men dark phoenix but the biggest problem by far was that someone on the writin	140	1140712299012993025	Mon Jun 17 20:06:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	-1
153	153	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140711372558348294	Mon Jun 17 20:02:39 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	193	0
154	154	rt the best scene in dark phoenix by the best character in the new x men timeline first class onwards	139	1140709620551430145	Mon Jun 17 19:55:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	38	1
155	155	ad marvel comics lot avengers iron man x men thor spider man hulk secret wars flyingtr	138	1140712483054710784	Mon Jun 17 20:07:04 +0000 2019	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0	0	2
156	156	rt x men	137	1140709453953679363	Mon Jun 17 19:55:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3	2
157	157	omnishambles childhood nostalgia is blinding it some people x men cartoon	85	1140710812090130432	Mon Jun 17 20:00:25 +0000 2019	"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>"	0	0	0
158	158	hoje dia de x men	22	1140710261596311556	Mon Jun 17 19:58:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
159	159	rt marvel legends x men jubilee build a figure caliban baf torso brand new	140	1140711355000868864	Mon Jun 17 20:02:35 +0000 2019	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0	3	2
160	160	say whatever you want but the dark tower and the last two x men films were good you guys are just mean	105	1140711843633291264	Mon Jun 17 20:04:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
161	161	nunca jam never me voy a cansar de ver x men	49	1140712389182218240	Mon Jun 17 20:06:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
162	162	marvel x men etc rt ry rt	113	1140712507801083904	Mon Jun 17 20:07:09 +0000 2019	"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"	0	0	2
163	163	x men vs street fighter arcade game	51	1140711327821893635	Mon Jun 17 20:02:28 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2
164	164	marvel legends x men jubilee build a figure caliban baf torso brand new retweet	116	1140711967533019137	Mon Jun 17 20:05:01 +0000 2019	"<a href=""https://www.tweet-eye.com/"" rel=""nofollow"">Tweet Eye Scheduler</a>"	0	0	2
165	165	childhood nostalgia is blinding it some people x men cartoon	86	1140710737108754432	Mon Jun 17 20:00:07 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	0
166	166	rt sou f de ines brasil desde q ela dublou x men	91	1140709791028973570	Mon Jun 17 19:56:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	18	2
167	167	spoiler alert the new x men movie doesn t have a super cool quicksilver montage such a shame	118	1140711661545938944	Mon Jun 17 20:03:48 +0000 2019	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	0	0	-1
168	168	rt marvel lanza nuevo video del futuro de los x men	91	1140710168667099136	Mon Jun 17 19:57:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6	2
169	169	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140711520537440256	Mon Jun 17 20:03:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
170	170	i am watching x men the animated series x red dawn trakt	86	1140710728137154560	Mon Jun 17 20:00:05 +0000 2019	"<a href=""https://trakt.tv"" rel=""nofollow"">Trakt.tv</a>"	0	0	0
171	171	fox is not handling x men no more get over it	70	1140710470061608962	Mon Jun 17 19:59:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	-1
172	172	rt sou f de ines brasil desde q ela dublou x men	91	1140710821439430656	Mon Jun 17 20:00:27 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	18	2
173	173	rt podcrastinadores e x men fenix negra o ltimo filme do grupo feito pela fox que agora vai ser rebootado e controlad	140	1140711532592078848	Mon Jun 17 20:03:17 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	3	2
174	174	digimon justice league x men the animated series transformers prime the spectacular spider man spawn the animated series	138	1140712206134403073	Mon Jun 17 20:05:58 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
175	175	x men dark phoenix x men f nix negra dir simon kinberg	88	1140711022451482626	Mon Jun 17 20:01:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
176	176	rt i know it ll be a while before you guys revamp x men but kiki layne will be perfect for	139	1140711299221000193	Mon Jun 17 20:02:21 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	5	2
177	177	secret wars ii x men crossovers i fell in love with rachel	86	1140711355009384450	Mon Jun 17 20:02:35 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	1
178	178	rt the best scene in dark phoenix by the best character in the new x men timeline first class onwards	139	1140711299057442816	Mon Jun 17 20:02:21 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	38	1
179	179	rt is not it weird that the x men movies went through all that trouble to reboot the x universe and then they didnt change an	140	1140710546393583616	Mon Jun 17 19:59:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	19	0
180	180	quero ver x men	15	1140710573442777088	Mon Jun 17 19:59:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	3	1	2
181	181	they really need to open the franchise some poc x men are still waiting for their story to be told i was truly b	140	1140711124834406401	Mon Jun 17 20:01:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
182	182	rt la d mocratie progressiste a donne des bilal hassani ou des justin trudeau la cor e du nord a produit des x men qu	140	1140711792047546369	Mon Jun 17 20:04:19 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	156	2
183	183	day dayssoundtracksandscores x men first class love every score on this	104	1140711133822758913	Mon Jun 17 20:01:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	3	0	2
184	184	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140709663979331586	Mon Jun 17 19:55:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
185	185	giant size x men featured the first appearances of nightcrawler storm colossus and thunderbird	125	1140711018139533312	Mon Jun 17 20:01:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
186	186	rt marvel legends x men jubilee build a figure caliban baf torso brand new	140	1140711482088251392	Mon Jun 17 20:03:05 +0000 2019	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0	3	2
187	187	rt para despedir a los x men como se debe hoy a las hrs regalaremos un p ster de darkphoenix autografiado por sophie	140	1140709364006830080	Mon Jun 17 19:54:40 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	33	2
188	188	as an x men fan pretty damn offensive	52	1140710794256105472	Mon Jun 17 20:00:21 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	-1
189	189	it is ridiculous that they are bringing back hunger games people who just saw x men men in black and the latest	140	1140711735487107072	Mon Jun 17 20:04:05 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	21	0	0
190	190	he was forming the water from the nearby lake into a large dragon and he turns around to see the x men leader oh hey cyke	138	1140711235949752322	Mon Jun 17 20:02:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
191	191	b ch t i t x men ph ng ho ng b ng t i ng tr c nguy c thua l n ng v n h a	135	1140709994326888448	Mon Jun 17 19:57:10 +0000 2019	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0	0	2
192	192	absolutely nail on the head there fella i thought apocalypse was the worst x men	139	1140710060420734977	Mon Jun 17 19:57:26 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
193	193	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140711171873546240	Mon Jun 17 20:01:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
194	194	rt sexy x men	132	1140713787281907712	Mon Jun 17 20:12:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	36	1
195	195	pretty much always yes exception was x men first class simply because there was no time to go through	139	1140713157578514432	Mon Jun 17 20:09:44 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	0
196	196	frag mich doch aktuell l uft men in black john wick aladdin rocketman x men godzilla ma	140	1140712886811148288	Mon Jun 17 20:08:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
197	197	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140712645802242050	Mon Jun 17 20:07:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
198	198	can we get some ethnic minority lgbtq x men writers already	62	1140713381839740928	Mon Jun 17 20:10:38 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
199	199	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140712809128439809	Mon Jun 17 20:08:21 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
200	200	rt x men evolution	55	1140713431374422016	Mon Jun 17 20:10:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	357	2
201	201	rt x men x men	140	1140712918490554368	Mon Jun 17 20:08:47 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	213	2
202	202	rt this is how you watch x men x men first class x men x the wolverine x men days is future past logan they re the x men	140	1140713001475026949	Mon Jun 17 20:09:07 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	501	2
203	203	rt x men x men	140	1140712617662529536	Mon Jun 17 20:07:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	213	2
204	204	dios como me encanta x men	26	1140713308334505984	Mon Jun 17 20:10:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
205	205	rt marvel lanza nuevo video del futuro de los x men	91	1140712604773625857	Mon Jun 17 20:07:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6	2
206	206	dark phoenix the x men movie about jean grey lol	64	1140713443873480704	Mon Jun 17 20:10:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
207	207	rt the x men after going to war with the avengers	88	1140712747551928322	Mon Jun 17 20:08:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	7	0
208	208	rt x men evolution	55	1140712692203831297	Mon Jun 17 20:07:53 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	357	2
209	209	early script released for unmade john carpenter inspired spinoff x men fear the beast	137	1140713195943944193	Mon Jun 17 20:09:53 +0000 2019	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0	0	0
210	210	rt x men x men	140	1140713009397940224	Mon Jun 17 20:09:09 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	213	2
211	211	rt x men evolution	55	1140713374256455680	Mon Jun 17 20:10:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	357	2
212	212	can t fucking wait to talk about x men tonight jesus fucking christ	96	1140713459996401665	Mon Jun 17 20:10:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	6	0	0
213	213	voy a tener a os y la peli x men me va a seguir emocionando no importa cuantas veces la mire	98	1140713809738444801	Mon Jun 17 20:12:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
214	214	rt there was an x men beast spinoff movie written called x men fear the beast and here are the details	140	1140713668742647809	Mon Jun 17 20:11:46 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	0
215	215	i probably need to do some more research on the x men universe bc dark phoenix annoyed me	96	1140712756448038912	Mon Jun 17 20:08:09 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
216	216	muero de ganas ver x men dark phoenix	37	1140713686237143041	Mon Jun 17 20:11:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
217	217	rt x men evolution	55	1140713106873757696	Mon Jun 17 20:09:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	357	2
218	218	rt la d mocratie progressiste a donne des bilal hassani ou des justin trudeau la cor e du nord a produit des x men qu	140	1140713137206902785	Mon Jun 17 20:09:39 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	156	2
219	219	listen to the most recent episode of my podcast marvel talks marvel x men dark phoenix review	119	1140712629247336448	Mon Jun 17 20:07:38 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
220	220	rt x men evolution	55	1140712984282566658	Mon Jun 17 20:09:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	357	2
221	221	he makes a lot of jokes these days but on this subject he is absolutely serious if you are a fan of x men the anima	140	1140713887458897925	Mon Jun 17 20:12:38 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
222	222	rt dark phoenix did not really understand who the x men are	113	1140713177145102339	Mon Jun 17 20:09:49 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	0
223	223	rt el otro dia fui a ver los x men y ando ansioso de salvar el planeta	98	1140713356573233153	Mon Jun 17 20:10:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	35	2
224	224	rt ready dark phoenix has the best action in all of the main x men films	116	1140712653033287685	Mon Jun 17 20:07:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3	1
225	225	rt sou f de ines brasil desde q ela dublou x men	91	1140713127069278240	Mon Jun 17 20:09:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	18	2
226	226	on tue at pm d men in black international john wick chapter parabellum x men dark phoenix d aladd	140	1140713483325050884	Mon Jun 17 20:11:02 +0000 2019	"<a href=""http://twirssi.com"" rel=""nofollow"">Twirssi</a>"	0	0	2
227	227	matthew vaughn directed kingsman and x men first class film icon	66	1140713315804598272	Mon Jun 17 20:10:22 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
228	228	algu m a vamo no cinema assistir x men	39	1140712793227845633	Mon Jun 17 20:08:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	2
229	229	rt x men evolution	55	1140713782089531394	Mon Jun 17 20:12:13 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	357	2
