	Unnamed: 0	tweet_textual_content	len	ID	Date	Source	Likes	RTs	polarity
140	140	mib	70	1140621749354029056	Mon Jun 17 14:06:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
141	141	mib	28	1140621740319469570	Mon Jun 17 14:06:29 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
142	142	box office men in black international shaft add to summer sequel slump	101	1140621189687238656	Mon Jun 17 14:04:17 +0000 2019	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0	0	-1
143	143	rt mib	140	1140621175468384258	Mon Jun 17 14:04:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4300	2
144	144	i love the original men in black how many bad sequels does hollywood have to make before realizing movie franchis	140	1140621186323365888	Mon Jun 17 14:04:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	-1
145	145	rt good morning we just watched men in black international and frankly we ve already forgot what it was about was the vill	140	1140621850126561280	Mon Jun 17 14:06:55 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	2	2
146	146	mib	68	1140622009610592256	Mon Jun 17 14:07:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
147	147	rt mib ht	140	1140620932815314945	Mon Jun 17 14:03:16 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	2308	2
148	148	sony had initially planned a jump street men in black crossover this ain t that mibinternational meninblack	136	1140621603421806592	Mon Jun 17 14:05:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
149	149	mib	140	1140620838258892804	Mon Jun 17 14:02:54 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	2
150	150	rt mib peakpeemapol	84	1140622125411135488	Mon Jun 17 14:08:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	52	2
151	151	showroom mib w	30	1140621427931881472	Mon Jun 17 14:05:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
152	152	rt durante uma entrevista na premiere de mib homens de preto internacional hemsworth falou que quando soube que estavam	140	1140621279797686272	Mon Jun 17 14:04:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
153	153	rt pull up late to mib see a group of teenagers in the parking lot being teenagers laughing playing tag	120	1140621512233369601	Mon Jun 17 14:05:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	131	2
154	154	rt mib mib h amp m mi	144	1140622039465598976	Mon Jun 17 14:07:40 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	47	2
155	155	rt sud mhrsi mor devi vmt san vkg san fd mayuri mib saptagri klr shanthi go tara	140	1140621216463519745	Mon Jun 17 14:04:24 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	37	2
156	156	rt salam kepada lelaki yang tengok movie men in black pukul pm hall number and seat g sebelah saya tadi dekat a	140	1140620858068631552	Mon Jun 17 14:02:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	54	2
157	157	rt box office weekend receipts men in black intl comes out strong despite rotten tomato and imdb score	138	1140621045453316096	Mon Jun 17 14:03:43 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	0
158	158	or mib	140	1140621563361759232	Mon Jun 17 14:05:47 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
159	159	mib didnt just disappoint it is foolish story why did tes agree to do this crap didnt she read the script	124	1140620763399184385	Mon Jun 17 14:02:36 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	0	-1
160	160	n o sei o que dizer de mib	26	1140621228086124545	Mon Jun 17 14:04:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
161	161	rt mib	140	1140621748217319425	Mon Jun 17 14:06:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4300	2
162	162	rt mib	58	1140621511444668417	Mon Jun 17 14:05:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	838	2
163	163	mib	16	1140621969458548737	Mon Jun 17 14:07:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	2
164	164	mib	29	1140621758929653760	Mon Jun 17 14:06:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
165	165	mib	78	1140620945582768129	Mon Jun 17 14:03:19 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
166	166	rt good morning we just watched men in black international and frankly we ve already forgot what it was about was the vill	140	1140621870321946624	Mon Jun 17 14:07:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2	2
167	167	mib	82	1140621779565551618	Mon Jun 17 14:06:38 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
168	168	the latest in sony pictures mib franchise earned million in its debut weekend coming in second is the se	140	1140621288723099648	Mon Jun 17 14:04:41 +0000 2019	"<a href=""http://wordpressforbroadcasters.com"" rel=""nofollow"">WPB Social Connect</a>"	0	0	0
169	169	mib	89	1140620858521600000	Mon Jun 17 14:02:59 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
170	170	el rubius hace un cameo en mibinternational pero lo en espa a	114	1140620863911317504	Mon Jun 17 14:03:00 +0000 2019	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	0	0	2
171	171	jb mib	64	1140622120507998209	Mon Jun 17 14:07:59 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
172	172	cad mib	24	1140620937710252033	Mon Jun 17 14:03:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
173	173	rt men in black international arrived at the top of the box office this weekend but its black suits aren t as sharp as they o	140	1140621240950034432	Mon Jun 17 14:04:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	46	-1
174	174	mib	37	1140621513382490112	Mon Jun 17 14:05:35 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
175	175	men in black domestic international box office takes the top spot despite being largely ignored as it looks to fi	140	1140620818139013121	Mon Jun 17 14:02:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
176	176	rt chris hemsworth aclamado em todas as criticas de mib pelo tarantino por thor vanity fair o colocou como maior nome futuro	139	1140622011502407682	Mon Jun 17 14:07:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	242	2
177	177	ayer mike me llev a ver mib porque sabe que amo a chris hemsworth	72	1140621663534346241	Mon Jun 17 14:06:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
178	178	rt	140	1140621267982155777	Mon Jun 17 14:04:36 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	82	2
179	179	rt mib	140	1140620842621001728	Mon Jun 17 14:02:55 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4300	2
180	180	good morning we just watched men in black international and frankly we ve already forgot what it was about was t	140	1140621690965254145	Mon Jun 17 14:06:17 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	5	2	2
181	181	mib	8	1140621906548150274	Mon Jun 17 14:07:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
182	182	rt c est la vie moviereview mib international why it is a must w	129	1140622068725231616	Mon Jun 17 14:07:47 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	2
183	183	rt	140	1140621304418074624	Mon Jun 17 14:04:45 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	82	2
184	184	rt durante uma entrevista na premiere de mib homens de preto internacional hemsworth falou que quando soube que estavam	140	1140620844902821891	Mon Jun 17 14:02:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
185	185	rt mib	75	1140621000481968129	Mon Jun 17 14:03:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	60	2
186	186	mib	95	1140622032184336384	Mon Jun 17 14:07:38 +0000 2019	"<a href=""http://sinproject.net/tweecha"" rel=""nofollow"">Tweecha Lite</a>"	0	0	2
187	187	mib is a gift that keeps giving every day for me	81	1140620852033138690	Mon Jun 17 14:02:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
188	188	rt	140	1140620857716301825	Mon Jun 17 14:02:58 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	82	2
189	189	men in black international ot different city same shit with valkyrie and thor	105	1140621447620116482	Mon Jun 17 14:05:19 +0000 2019	"<a href=""http://nesbot.no-ip.org/"" rel=""nofollow"">NESbot_OT</a>"	0	0	-1
190	190	mib	31	1140621661953118213	Mon Jun 17 14:06:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
191	191	rt men in black mib	140	1140621306737516544	Mon Jun 17 14:04:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1820	2
192	192	rt just came back from men in black i will be sending more headers now and here a sneak peak on the next header template htt	140	1140621180602392576	Mon Jun 17 14:04:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3	0
193	193	ta cf mib c a	140	1140621115376619521	Mon Jun 17 14:04:00 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	3	0	2
194	194	rt mib	140	1140621560107040768	Mon Jun 17 14:05:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4300	2
195	195	mib mib	140	1140621914953531392	Mon Jun 17 14:07:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
196	196	rt durante uma entrevista na premiere de mib homens de preto internacional hemsworth falou que quando soube que estavam	140	1140621106807750656	Mon Jun 17 14:03:58 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	4	2
197	197	rt mib	123	1140621383879151616	Mon Jun 17 14:05:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	140	2
198	198	rt mib	41	1140623208476884992	Mon Jun 17 14:12:19 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
199	199	it is men in black i am gonna cut it down to a normal length and put the unedited one on patreon prob	140	1140622132570927104	Mon Jun 17 14:08:02 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	0
200	200	rt boxoffice men in black takes the top spot in another disappointing weekend darkphoenix meninblack secretlifeofpet	140	1140623267277000704	Mon Jun 17 14:12:33 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	2
201	201	mib	83	1140623390484525056	Mon Jun 17 14:13:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
202	202	twitter level review of mib international it was reminiscent of the first mib movie enjoyable but just not	140	1140623397430419457	Mon Jun 17 14:13:04 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	2	0	-1
203	203	mib	11	1140623260029083648	Mon Jun 17 14:12:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
204	204	rt mibinternational	139	1140623270254788608	Mon Jun 17 14:12:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	9	2
205	205	rt mib that was awesome mibinternational	118	1140622549111341056	Mon Jun 17 14:09:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	127	1
206	206	rt men in black international continues the summer box office sequel slump	119	1140622238426681344	Mon Jun 17 14:08:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	18	-1
207	207	mib sequel in the works	65	1140622225512390658	Mon Jun 17 14:08:24 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	0
208	208	rt sud mhrsi mat devi vmt san vkg san fd mayuri mib saptagri klr shanthi go t	140	1140622200375955456	Mon Jun 17 14:08:18 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	29	2
209	209	ya me dijeron que men in black es cagada pura	47	1140622452374089729	Mon Jun 17 14:09:19 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
210	210	mib h	140	1140622307154513920	Mon Jun 17 14:08:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
211	211	list dark phoenix juni men in black international juni toy story juli far from home list terserbut kudu dirapel	127	1140622488683986949	Mon Jun 17 14:09:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
212	212	mib	118	1140622940473417728	Mon Jun 17 14:11:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
213	213	rt mib	41	1140622775905705986	Mon Jun 17 14:10:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
214	214	mib	22	1140622590534230018	Mon Jun 17 14:09:51 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
215	215	rt men in black mib	140	1140623088117112834	Mon Jun 17 14:11:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1820	2
216	216	rt mib mib utapri	140	1140622882772414469	Mon Jun 17 14:11:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	118	2
217	217	rt mib mib mib	134	1140623129628123136	Mon Jun 17 14:12:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	491	2
218	218	so how did audiences feel about mibinternational check out what punctuate media had to say about the fourth inst	140	1140622635061170176	Mon Jun 17 14:10:02 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
219	219	mib	122	1140623083058765824	Mon Jun 17 14:11:49 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	5	0	2
220	220	rt mib that was awesome mibinternational	118	1140622943434629120	Mon Jun 17 14:11:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	127	1
221	221	multi toys corp the wizard of oz munchkins flower pot lady mib check it out	135	1140622563305021440	Mon Jun 17 14:09:45 +0000 2019	"<a href=""https://www.tweet-eye.com/"" rel=""nofollow"">Tweet Eye Scheduler</a>"	0	0	2
222	222	hahaha maypag ga men in black mo ba	47	1140622900078104577	Mon Jun 17 14:11:05 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
223	223	multi toys corp the wizard of oz munchkins winged monkey mib crazy prices	133	1140622237332103168	Mon Jun 17 14:08:27 +0000 2019	"<a href=""https://www.tweet-eye.com/"" rel=""nofollow"">Tweet Eye Scheduler</a>"	0	0	2
224	224	rt has just spoken with the mib and we can release our video on meninblackinternational here is a quick tast	140	1140622601468948480	Mon Jun 17 14:09:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	0
225	225	men in black	61	1140622342751522823	Mon Jun 17 14:08:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
226	226	rt mib	58	1140622419146633217	Mon Jun 17 14:09:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	838	2
227	227	rt but three thousand reviews of men in black international all using the same puns uk peeps go see a season in france it	140	1140623047747100675	Mon Jun 17 14:11:40 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8	2
228	228	mib	133	1140622811070787584	Mon Jun 17 14:10:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
229	229	rt chris hemsworth aclamado em todas as criticas de mib pelo tarantino por thor vanity fair o colocou como maior nome futuro	139	1140622802292228096	Mon Jun 17 14:10:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	242	2
230	230	rt love new new mib	140	1140623017476685824	Mon Jun 17 14:11:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	43	1
231	231	rt mib	140	1140622378034245632	Mon Jun 17 14:09:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	40	2
232	232	necesito el puto flash ese de los men in black pero q me borre mas vainas de lo normal	89	1140623125576597504	Mon Jun 17 14:11:59 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
233	233	mibinternational	140	1140622862270644225	Mon Jun 17 14:10:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	17	9	2
234	234	mib	23	1140622654723878912	Mon Jun 17 14:10:07 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
235	235	rt mib	97	1140622383318855680	Mon Jun 17 14:09:02 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	50	2
236	236	men in black internacional	52	1140622685568937984	Mon Jun 17 14:10:14 +0000 2019	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0	0	2
237	237	rt chris hemsworth aclamado em todas as criticas de mib pelo tarantino por thor vanity fair o colocou como maior nome futuro	139	1140622287126827009	Mon Jun 17 14:08:39 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	242	2
238	238	aladdin mib que eu quero ver por causa do hemsworth dark phoenix	66	1140622331477417984	Mon Jun 17 14:08:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
239	239	mib filmarks	114	1140622289483862016	Mon Jun 17 14:08:40 +0000 2019	"<a href=""https://filmarks.com/"" rel=""nofollow"">Filmarks</a>"	0	0	2
240	240	mib kapan tayang sih	21	1140622379581763584	Mon Jun 17 14:09:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
241	241	mib mib dvd k	134	1140623223173734400	Mon Jun 17 14:12:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
242	242	rt	140	1140622127374073856	Mon Jun 17 14:08:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	82	2
243	243	men in black	72	1140623245852332032	Mon Jun 17 14:12:28 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
244	244	i lowkey wanna see men in black tht nigga from thor be kinda funny	68	1140623341109334016	Mon Jun 17 14:12:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
245	245	mib	5	1140622160148328448	Mon Jun 17 14:08:09 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
246	246	ffh mib	46	1140622492974764032	Mon Jun 17 14:09:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
247	247	ojal existiera esa vaina de mib para borrarme los recuerdos	60	1140622829412605952	Mon Jun 17 14:10:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
248	248	rt mib	123	1140622398821060610	Mon Jun 17 14:09:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	140	2
249	249	rt mib mib utapri	140	1140622553930616833	Mon Jun 17 14:09:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	118	2
250	250	rt celebrate fathersday with mib no suit needed see it in theaters now	114	1140622324875571200	Mon Jun 17 14:08:48 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	113	2
251	251	toy story o rei le o homem aranha longe de casa mib n to preparada	94	1140623080127119360	Mon Jun 17 14:11:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
252	252	mib	37	1140623415998418944	Mon Jun 17 14:13:08 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
253	253	rt amp mib mib	143	1140623330589859842	Mon Jun 17 14:12:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1264	2
254	254	rt chris hemsworth aclamado em todas as criticas de mib pelo tarantino por thor vanity fair o colocou como maior nome futuro	139	1140622222215831552	Mon Jun 17 14:08:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	242	2
255	255	mib	32	1140622949306658816	Mon Jun 17 14:11:17 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
256	256	men in black international alien dealership prank	79	1140622204402450432	Mon Jun 17 14:08:19 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
257	257	ray ban mib	37	1140622717156306946	Mon Jun 17 14:10:22 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
258	258	mib	118	1140622936828608512	Mon Jun 17 14:11:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
259	259	men in black ii	46	1140622468480040961	Mon Jun 17 14:09:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
260	260	mib	29	1140622241287172097	Mon Jun 17 14:08:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
261	261	mib	118	1140623301187788801	Mon Jun 17 14:12:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
262	262	mib	9	1140622769115156481	Mon Jun 17 14:10:34 +0000 2019	"<a href=""http://janetter.net/"" rel=""nofollow"">Janetter iOS</a>"	1	0	2
263	263	rt mib	58	1140623012053450752	Mon Jun 17 14:11:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	838	2
264	264	mib	17	1140622586956533760	Mon Jun 17 14:09:51 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
265	265	rt mib	88	1140622719903342592	Mon Jun 17 14:10:22 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	22	2
266	266	transformers masterpiece mp bumblebee mib genuine takara bumblebeemovie bumblebee	135	1140622653583048705	Mon Jun 17 14:10:07 +0000 2019	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0	0	2
267	267	things you need to know monday hong kong raptors oj simpson taylor swift and mib	140	1140622982693425154	Mon Jun 17 14:11:25 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
268	268	rt mib	140	1140623394947260416	Mon Jun 17 14:13:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4300	2
269	269	men in black	65	1140623393722523653	Mon Jun 17 14:13:03 +0000 2019	"<a href=""https://webryblog.biglobe.ne.jp/"" rel=""nofollow"">ウェブリブログ</a>"	0	0	2
270	270	mib	75	1140622202967973888	Mon Jun 17 14:08:19 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
271	271	rt mib	140	1140623027048030208	Mon Jun 17 14:11:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4300	2
272	272	showing na pala mib	21	1140623300034326528	Mon Jun 17 14:12:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
273	273	is not the last mib ancient now and there was a long time between and	91	1140623086028566529	Mon Jun 17 14:11:50 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	0
274	274	mib	47	1140622314138001408	Mon Jun 17 14:08:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
275	275	mib	91	1140623389452689408	Mon Jun 17 14:13:02 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
276	276	rt mib	140	1140622840648966145	Mon Jun 17 14:10:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4300	2
277	277	mib	32	1140622610801164290	Mon Jun 17 14:09:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
278	278	men in black international makes only million at box office dark p via	112	1140623061588357121	Mon Jun 17 14:11:44 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
